Nombre,URL,Nombre_limpio,Latitud,Longitud
SANTA MARIA DE MELQUE,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-maria-de-melque-20130226181456/,SANTA MARIA DE MELQUE,39.7506469,-4.373213
SAN PEDRO DE MONTES,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-montes/,SAN PEDRO DE MONTES,42.4460523,-6.570532999999999
Ermita de Santa Cruz,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-santa-cruz-20130116122353/,Ermita de Santa Cruz,38.3478235,-0.4832320999999999
SAN JUAN DE ESPIERRE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-juan-de-espierre-20140201172618/,SAN JUAN DE ESPIERRE,,
SANTA MARÍA DE ESPIERRE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/msmespierre-20140201174506/,SANTA MARÍA DE ESPIERRE,,
MONASTERIO DE ARRASUL (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/monasterio-de-arrasul-20140201180227/,MONASTERIO DE ARRASUL,42.5944531,-0.3953404
SAN ÚRBEZ DE NOCITO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-rbez-de-nocito-20140201213126/,SAN ÚRBEZ DE NOCITO,42.3212836,-0.2534963
SANTIANES DE PRAVIA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santianes-de-pravia-20130114172929/,SANTIANES DE PRAVIA,43.5139109,-6.1002508
CASTILLETE DE MONTE HOZARCO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/castillete-de-monte-hozarco-20150709115243/,CASTILLETE DE MONTE HOZARCO,43.24064250000001,-4.57294
IGLESIA DE SAN TIRSO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-tirso-20130116122834/,IGLESIA DE SAN TIRSO,42.37087469999999,-5.032422899999999
CÁMARA SANTA DE OVIEDO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/cmara-santa-de-la-catedral-de-oviedo-20130114190848/,CÁMARA SANTA DE OVIEDO,43.3624226,-5.842781599999999
SANTA MARIA DE BENDONES,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-maria-de-bendones-20130115110107/,SANTA MARIA DE BENDONES,43.3363137,-5.8064281
SAN JULIÁN DE LOS PRADOS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-julin-de-los-prados-20130115114536/,SAN JULIÁN DE LOS PRADOS,43.3677179,-5.8372321
FUENTE DE LA FONCALADA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/fuente-de-la-foncalada-20130116121817/,FUENTE DE LA FONCALADA,43.365289,-5.846013699999999
SAN PEDRO DE NORA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-nora-20130115183122/,SAN PEDRO DE NORA,43.3662213,-5.957916500000001
SANTA CRISTINA DE LENA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-cristina-de-lena-20130115222639/,SANTA CRISTINA DE LENA,43.1285759,-5.8131448
SANTA MARIA DEL NARANCO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-maria-del-naranco-20130115191257/,SANTA MARIA DEL NARANCO,43.3790662,-5.8659839
SAN MIGUEL DE LILLO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-miguel-de-lillo-20130115201249/,SAN MIGUEL DE LILLO,43.3803118,-5.8684143
SAN MIGUEL DE CUXÁ (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-miguel-cuxa-r/,SAN MIGUEL DE CUXÁ,42.5948314,2.4171516
SANTA MARÍA DE MARQUET O DE MATADARS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mar-a-de-marquet-20130616203956/,SANTA MARÍA DE MARQUET O DE MATADARS,41.69286169999999,1.872993
SANTIAGO DE GOBIENDES,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santiago-de-gobiendes-20130116113512/,SANTIAGO DE GOBIENDES,43.4693133,-5.2321749
SANTA MARIA DE TABARA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-maria-de-tabara/,SANTA MARIA DE TABARA,41.8267071,-5.9579945
SAN ADRIANO DE TUÑÓN,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-adriano-de-tun-20130116014524/,SAN ADRIANO DE TUÑÓN,43.2918498,-5.981488
SAN SALVADOR DE VALDEDIÓS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-salvador-de-valdedis-20130116021900/,SAN SALVADOR DE VALDEDIÓS,43.4370777,-5.5065235
CIUDAD DE BOBASTRO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ciudad-de-bobastro/,CIUDAD DE BOBASTRO,36.8996569,-4.7804797
LAS IGLESIAS DE BOBASTRO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/las-iglesias-de-bobastro/,LAS IGLESIAS DE BOBASTRO,36.8996569,-4.7804797
ERMITA DE SAN AVENTÍN DE BONANSA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-san-aventin-de-bonansa-r/,ERMITA DE SAN AVENTÍN DE BONANSA,42.4283156,0.6701981
SAN SALVADOR DE PRIESCA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-salvador-de-priesca-20130116115217/,SAN SALVADOR DE PRIESCA,43.48540020000001,-5.3590491
ERMITA DE LA VIRGEN DEL CERRO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-la-virgen-del-cerro-20130116142404/,ERMITA DE LA VIRGEN DEL CERRO,42.2813978,-3.5370937
BASÍLICA DE BOBASTRO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/baslica-de-bobastro-20130402161249/,BASÍLICA DE BOBASTRO,36.8996569,-4.7804797
ERMITA DE SANTA CECILIA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-santa-cecilia-20130421130412/,ERMITA DE SANTA CECILIA,42.7743956,-4.3677544
SAN JULIÁN DE BOADA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-juli-de-boada-20130616111152/,SAN JULIÁN DE BOADA,41.9854639,3.121203
SANTA MARGARIDA DEL CAIRAT,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-margarida-del-cairat-20130616121128/,SANTA MARGARIDA DEL CAIRAT,41.5679037,1.8661972
Ermita de Sant Hilari,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-sant-hilari-20130616201633/,Ermita de Sant Hilari,41.6686942,2.350052
ERMITA DE SAN MARTÍN DE LA NAVA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-san-martin-de-la-nava-r/,ERMITA DE SAN MARTÍN DE LA NAVA,42.575834,-2.7559976
HORREO DE IRACHETA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/hrreo-de-iracheta-20130220134545/,HORREO DE IRACHETA,42.6377879,-1.5476879
SAN ROMÁN DE HORNIJA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-romn-de-hornija-20130417123324/,SAN ROMÁN DE HORNIJA,41.480658,-5.2847709
ERMITA DE SANTA APOLONIA EN PECHARROMÁN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-santa-apolonia-en-pecharroman/,ERMITA DE SANTA APOLONIA EN PECHARROMÁN,41.4787174,-3.9519789
San Pedro de Lourosa,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-lourosa-20130421120610/,San Pedro de Lourosa,40.9881883,-8.5450532
SAN PELAYO O SAN PEDRO EL VIEJO DE ARLANZA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pelayo-o-san-pedro-el-viejo-de-arlanza-r/,SAN PELAYO O SAN PEDRO EL VIEJO DE ARLANZA,42.0937118,-3.8248241
SAN MIGUEL DE ESCALADA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-miguel-de-escalada-20130403144254/,SAN MIGUEL DE ESCALADA,42.5712708,-5.3028875
SANTA MARÍA DE WAMBA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mara-de-wamba-20130411152814/,SANTA MARÍA DE WAMBA,41.6749687,-4.9175686
SAN CEBRIÁN DE MAZOTE,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-cebrin-de-mazote-20130416115011/,SAN CEBRIÁN DE MAZOTE,41.6797566,-5.1490712
SAN GINÉS DE FRANCELOS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-gins-de-francelos-20130116121337/,SAN GINÉS DE FRANCELOS,42.277323,-8.1577554
SAN SALVADOR DE PALAT DEL REY,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-salvador-de-palat-del-rey-20130410141543/,SAN SALVADOR DE PALAT DEL REY,42.5977778,-5.568144500000001
SANT QUIRZE DE PEDRET,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-quirce-de-pedret-20130616174709/,SANT QUIRZE DE PEDRET,42.1074712,1.883649
ERMITA DEL SANTO CRISTO DE SAN SEBASTIÁN EN CORUÑA DEL CONDE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-del-santo-cristo-de-san-sebastian-en-coruna-del-conde-r/,ERMITA DEL SANTO CRISTO DE SAN SEBASTIÁN EN CORUÑA DEL CONDE,41.76329,-3.39665
SANTA MARÍA DE LEBEÑA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mara-de-lebea-20130417150950/,SANTA MARÍA DE LEBEÑA,43.2153394,-4.5905387
SAN PEDRO DE ANSEMIL (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-ansemil-20140426195312/,SAN PEDRO DE ANSEMIL,42.7413782,-8.267184499999999
SAN MARTIN DE ALBELDA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-martin-de-albelda-r/,SAN MARTIN DE ALBELDA,42.3571083,-2.4751826
ALCALÁ DE MONCAYO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/alcal-de-moncayo-20160509203538/,ALCALÁ DE MONCAYO,41.7861005,-1.6961168
SANTIAGO DE PEÑALBA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santiago-de-pealba-20130417131219/,SANTIAGO DE PEÑALBA,42.4273689,-6.5406466
SAN ROMÁN DE MOROSO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-romn-de-moroso-20130608122958/,SAN ROMÁN DE MOROSO,43.2197027,-4.055280499999999
SAN MILLÁN DE SUSO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-milln-de-suso-20130609021808/,SAN MILLÁN DE SUSO,42.3293721,-2.8726968
SANTA EUFEMIA DE AMBÍA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-eufemia-de-amb-a-20130520162427/,SANTA EUFEMIA DE AMBÍA,42.9889617,-7.787348299999999
SANTA MARÍA DE PEÑALBA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mar-a-de-pealba-20130612015402/,SANTA MARÍA DE PEÑALBA,41.53698240000001,-3.2615058
SAN MIGUEL DE CELANOVA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-miguel-de-celanova-20130506124255/,SAN MIGUEL DE CELANOVA,42.151667,-7.956944000000001
SAN MARTIÑO DE PAZÓ,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-martio-de-pazo-20130520144332/,SAN MARTIÑO DE PAZÓ,42.1743111,-7.8320173
SANTA MARÍA DE MIXÓS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mara-de-mixs-20130606141208/,SANTA MARÍA DE MIXÓS,41.9624007,-7.454426199999999
MONASTERIO DE SANT FELIU DE GUÍXOLS – PORTA FERRADA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/porta-ferrada-20130614175752/,MONASTERIO DE SANT FELIU DE GUÍXOLS PORTA FERRADA,41.7802162,3.0267086
TORREON DE DOÑA URRACA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/torre-de-doa-urraca-20130609012945/,TORREON DE DOÑA URRACA,42.0584026,-3.5196641
SANT MARTÍ DE BAUSSITGES,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/sant-mart-de-baussitges-20150309200834/,SANT MARTÍ DE BAUSSITGES,42.4499064,3.0042309
MONASTERIO DE VALERANICA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/mmvalera-20130608202855/,MONASTERIO DE VALERANICA,42.0313601,-3.8874342
SANTA MARIA DE RETORTILLO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mar-a-de-retortillo-20130608204922/,SANTA MARIA DE RETORTILLO,42.985628,-4.1135906
SAN VICENTE DE OBIOLS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-vicent-de-obiols-20130616190046/,SAN VICENTE DE OBIOLS,42.061192,1.8665085
SANT ROMÀ DE LES ARENES O SIDILLÀ,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/iglesia-de-sant-rom-de-les-arenes-o-sidill-20150322184407/,SANT ROMÀ DE LES ARENES O SIDILLÀ,,
"CAPILLA DEL SALVADOR, SAMOS (R)",https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/capilla-del-salvador-samos-r/,CAPILLA DEL SALVADOR SAMOS,38.0079897,-3.3667641
ERMITA DE SAN PEDRO DE ABRISQUETA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-san-pedro-de-abrisqueta-r/,ERMITA DE SAN PEDRO DE ABRISQUETA,43.2104827,-2.909377
SANTA LEOCADIA DE HELGUERA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-leocadia-de-helguera-20130411125020/,SANTA LEOCADIA DE HELGUERA,43.1571367,-4.0345084
San Salvador de Toral de Merayo,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-salvador-de-toral-de-merayo-20130614020056/,San Salvador de Toral de Merayo,42.5236167,-6.6364214
MONASTERIO DE SANTA MARÍA DE SERRATEIX,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/monasterio-de-santa-maria-de-serrateix/,MONASTERIO DE SANTA MARÍA DE SERRATEIX,41.9463347,1.7765892
CRIPTA DE SAN PELAY (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/cripta-de-san-pelay-20140201180842/,CRIPTA DE SAN PELAY,42.6114177,-0.3023591
SAN LORENZO DE CORTINA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-lorenzo-de-cortina-20150715133235/,SAN LORENZO DE CORTINA,43.5506788,-5.8957552
SAN SALVADOR DE SOUTOMERILLE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-salvador-de-soutomerille-r/,SAN SALVADOR DE SOUTOMERILLE,43.0175458,-7.397162199999999
SAN ESTEBAN DE VIGUERA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-esteban-de-viguera-20130612021041/,SAN ESTEBAN DE VIGUERA,42.314158,-2.545877
SAN BARTOLOMÉ DE GAVÍN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-bartolomc-de-gav-n-20140203173342/,SAN BARTOLOMÉ DE GAVÍN,42.6280536,-0.2726228
ERMITA DE NUESTRA SEÑORA DE SESCÚN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-de-la-virgen-sescn-20140204230720/,ERMITA DE NUESTRA SEÑORA DE SESCÚN,42.2120117,-0.2947436
SAN BARTOLOMÉ DE BERGUA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-bartolome-de-bergua-r/,SAN BARTOLOMÉ DE BERGUA,42.5330576,-0.1711542
MONASTERIO DE SAN PELAY (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/monasterio-de-san-pelay-20140205002626/,MONASTERIO DE SAN PELAY,42.6114177,-0.3023591
SAN BAUDELIO DE BERLANGA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-baudelio-de-berlanga-20130612223620/,SAN BAUDELIO DE BERLANGA,41.4181818,-2.7900173
SANTO TOMAS DE LAS OLLAS,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/mstollas-20130614122125/,SANTO TOMAS DE LAS OLLAS,42.5552941,-6.5793396
SAN MIGUEL DE GORMAZ (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-migue-de-gormaz-20130616104243/,SAN MIGUEL DE GORMAZ,41.4910108,-3.0102663
VIRGEN DE IZARBE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/virgen-de-izarbe-20140205001606/,VIRGEN DE IZARBE,42.41793879999999,-0.6442622
SAN MIGUEL DE BARBENUTA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-mart-n-de-barbenuta-20140201181421/,SAN MIGUEL DE BARBENUTA,42.5969039,-0.2962746
SAN MARTÍN DE ARTO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-mart-n-de-arto-20140204232001/,SAN MARTÍN DE ARTO,42.4516038,-0.4138741
VIRGEN DE ORDÁS (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/virgen-de-ords-20140201214534/,VIRGEN DE ORDÁS,42.28556030000001,-0.4171119
SAN MARTÍN DE ORDOVÉS (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-mart-n-de-ordovcs-20140205000754/,SAN MARTÍN DE ORDOVÉS,42.4036059,-0.3460077
SANTA EULALIA DE SUSÍN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-eulalia-de-sus-n-20140203180321/,SANTA EULALIA DE SUSÍN,42.5684157,-0.2922186
ERMITA CASTRENSE DE SAN JUAN DE ESCANILLA,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/ermita-castrense-de-san-juan-de-escanilla/,ERMITA CASTRENSE DE SAN JUAN DE ESCANILLA,42.2659559,0.2027671
SAN BARTOLOMÉ DE LARROSA DE GARCIPOLLERA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-bartolome-de-larrosa-de-garcipollera-r/,SAN BARTOLOMÉ DE LARROSA DE GARCIPOLLERA,,
SANTIAGO DE ARRUABA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santiago-de-arruaba-20140207181043/,SANTIAGO DE ARRUABA,43.5299026,-6.555575999999999
IGLESIA DE BARA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/iglesia-de-bara-20140207181851/,IGLESIA DE BARA,42.3314809,-0.1249762
STA. EULALIA DE ORÓS BAJO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/sta-eulalia-de-ors-bajo-20140204235642/,STA EULALIA DE ORÓS BAJO,42.59235109999999,-0.3102996
IGLESIA DE BENTUÉ (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/iglesia-de-bentuc-20140207184027/,IGLESIA DE BENTUÉ,42.3354548,-0.5177278
SAN PEDRO DE LÁRREDE (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-lrrede-20140201215957/,SAN PEDRO DE LÁRREDE,42.5528989,-0.3166897
SAN ANDRÉS DE SATUÉ  (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-andrcs-de-satuc-20140203181737/,SAN ANDRÉS DE SATUÉ,42.5293091,-0.3170294
SAN ÚRBEZ DE BASARÁN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-urbez-de-basarn-20140203181012/,SAN ÚRBEZ DE BASARÁN,42.5598883,0.0514419999999999
SAN MARTIN DE OLIVAN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-mar-n-de-olivn-20140203200933/,SAN MARTIN DE OLIVAN,42.57577269999999,-0.3027179
SANTA MARÍA DE ISUN DE BASA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/santa-mar-a-de-isun-de-basa-20140203201918/,SANTA MARÍA DE ISUN DE BASA,42.5111698,-0.3096785
SAN JUAN DE BUSA  (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-juan-de-busa-20140203175215/,SAN JUAN DE BUSA,42.564609,-0.3128518
SAN JUAN BAUTISTA DE RASAL (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-juan-bautista-de-rasal-20140203203044/,SAN JUAN BAUTISTA DE RASAL,42.375016,-0.6001763999999999
SAN PEDRO DE LASIESO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-lasieso-20140204232537/,SAN PEDRO DE LASIESO,42.423248,-0.4375777
SAN RAMÓN DE BELARRA (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-ramn-de-belarra-20140207183038/,SAN RAMÓN DE BELARRA,10.0910284,-84.4703933
SAN FÉLIX DE RAPÚN (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-fclix-de-rapn-20140207185518/,SAN FÉLIX DE RAPÚN,42.4916906,-0.3826532
Nª SRA. DE LOS ÁNGELES DE ARBANIÉS (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/n-sra-de-los-ngeles-de-arbanics-20140207190704/,Nª SRA DE LOS ÁNGELES DE ARBANIÉS,42.1622494,-0.2488031
Nª SRA. DE BASCUÉS (CASBAS) (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/n-sra-de-bascucs-casbas-20140207191346/,Nª SRA DE BASCUÉS,42.1419729,-0.1571302
SAN PEDRO DE NOCITO (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-pedro-de-nocito-20140208141815/,SAN PEDRO DE NOCITO,42.3223721,-0.2536062
VIRGEN DE FABANA (PANZANO) (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/virgen-de-fabana-panzano-20140208143233/,VIRGEN DE FABANA,,
PARROQUIAL DE ARGUIS (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/parroquial-de-arguis-20140208191612/,PARROQUIAL DE ARGUIS,42.3148776,-0.4390353
SAN FRUCTUOSO DE BARÓS (R),https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-fructuoso-de-baros-r/,SAN FRUCTUOSO DE BARÓS,42.546022,-0.5263677
SAN VICENTE MARTIR DE VIO,https://www.turismo-prerromanico.com/home-b__trashed-2__trashed-2__trashed-2-2-2/monumento/san-vicente-martir-de-vio/,SAN VICENTE MARTIR DE VIO,40.7581357,-74.418944
